NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
MEX3A	1	MEX3A	
GAPT	1	GAPT	
CDKN1C	1	CDKN1C	
DENND1C	1	DENND1C	
SETD4	1	SETD4	
BTG3	1	BTG3	
DENND1B	1	DENND1B	
SETD5	1	SETD5	
BTG2	1	BTG2	
CDKN1A	1	CDKN1A	
RARG	1	RARG	
SETD2	1	SETD2	
BTG1	1	BTG1	
CDKN1B	1	CDKN1B	
SETD3	1	SETD3	
SETD9	1	C5orf35	
DENND1A	1	DENND1A	
SETD6	1	SETD6	
SETD7	1	SETD7	
ASH2L	1	ASH2L	
ASGR1	1	ASGR1	
ASGR2	1	ASGR2	
ADAMTSL1	1	ADAMTSL1	
ADAMTSL5	1	ADAMTSL5	
ADAMTSL4	1	ADAMTSL4	
MTG1	1	MTG1	
ADAMTSL3	1	ADAMTSL3	
MTG2	1	GTPBP5	
DENND11	1	KIAA1147	
ADAMTSL2	1	ADAMTSL2	
DENND10	1	FAM45A	
TK2	1	TK2	
TK1	1	TK1	
DENND2D	1	DENND2D	
DENND2C	1	DENND2C	
ZSCAN5A	1	ZSCAN5A	
ZSCAN5B	1	ZSCAN5B	
DENND2B	1	ST5	
DENND2A	1	DENND2A	
COPZ2	1	COPZ2	
ASH1L	1	ASH1L	
COPZ1	1	COPZ1	
ANGPTL7	1	ANGPTL7	
ANGPTL6	1	ANGPTL6	
MTF1	1	MTF1	
ANGPTL8	1	LOC55908	
MTF2	1	MTF2	
ANGPTL3	1	ANGPTL3	
GAS2	1	GAS2	
RARA	1	RARA	
ANGPTL2	1	ANGPTL2	
GAS1	1	GAS1	
RARB	1	RARB	
ANGPTL4	1	ANGPTL4	
SINHCAF	1	FAM60A	
GAS6	1	GAS6	
TKT	1	TKT	
GART	1	GART	
GAS5	1	GAS5	
ANGPTL1	1	ANGPTL1	
GAS8	1	GAS8	
GAS7	1	GAS7	
AATBC	1	LOC284837	
PAPSS2	1	PAPSS2	
PAPSS1	1	PAPSS1	
ERMP1	1	ERMP1	
ARRDC1-AS1	1	C9orf37	
OLFML3	1	OLFML3	
OLFML1	1	OLFML1	
MBNL3	1	MBNL3	
CDKN2D	1	CDKN2D	
CDKN2B	1	CDKN2B	
CDKN2C	1	CDKN2C	
CDKN2A	1	CDKN2A	
IL10RB	1	IL10RB	
IL10RA	1	IL10RA	
GATC	1	GATC	
GATB	1	PET112L	
SNCAIP	1	SNCAIP	
GATM	1	GATM	
OSTM1	1	OSTM1	
COQ8B	1	ADCK4	
COQ8A	1	CABC1	
GTF2B	1	GTF2B	
TNC	1	TNC	
TNF	1	TNF	
TNN	1	TNN	
TNR	1	TNR	
GTF2I	1	GTF2I	
MAP2K3	1	MAP2K3	
LINC01341	1	LOC149134	
MAP2K4	1	MAP2K4	
MAP2K1	1	MAP2K1	
MAP2K2	1	MAP2K2	
RALGAPA1	1	RALGAPA1	
SKIDA1	1	C10orf140	
RALGAPA2	1	RALGAPA2	
GTF3A	1	GTF3A	
LARP4B	1	LARP4B	
H4C16	1	HIST4H4	
H4C14	1	HIST2H4A	
H4C11	1	HIST1H4J	
PPEF1	1	PPEF1	
TOX	1	TOX	
INSIG2	1	INSIG2	
INSIG1	1	INSIG1	
MTLN	1	NCRNA00116	
MTM1	1	MTM1	
TPO	1	TPO	
ESPNL	1	ESPNL	
ESPNP	1	ESPNP	
TPR	1	TPR	
BTLA	1	BTLA	
LINC01366	1	LOC257358	
MAP2K7	1	MAP2K7	
MAP2K5	1	MAP2K5	
MAP2K6	1	MAP2K6	
LINC02693	1	C17orf51	
SYNJ2	1	SYNJ2	
COPRS	1	C17orf79	
COPS4	1	COPS4	
COPS3	1	COPS3	
COPS6	1	COPS6	
COPS5	1	COPS5	
SYNJ1	1	SYNJ1	
COPS2	1	COPS2	
COPS8	1	COPS8	
COPS9	1	MYEOV2	
TCP10L	1	TCP10L	
POM121L10P	1	POM121L10P	
BMPR2	1	BMPR2	
GAL3ST1	1	GAL3ST1	
ASH1L-AS1	1	LOC645676	
TRH	1	TRH	
SYNE4	1	C19orf46	
SYNE3	2	C14orf139:C14orf49	
MTO1	1	MTO1	
SYNE2	1	SYNE2	
WDFY3-AS2	1	C4orf12	
SYNE1	1	SYNE1	
TRO	1	TRO	
THBD	1	THBD	
PRKG2	1	PRKG2	
SERAC1	1	SERAC1	
GAL3ST4	1	GAL3ST4	
PRKG1	1	PRKG1	
SECISBP2L	1	SECISBP2L	
AVPR2	1	AVPR2	
LANCL1	1	LANCL1	
TSN	1	TSN	
EPCIP-AS1	1	C21orf49	
ESPL1	1	ESPL1	
TST	1	TST	
LANCL2	1	LANCL2	
LANCL3	1	LANCL3	
ALDH9A1	1	ALDH9A1	
LEPROT	1	LEPROT	
DGCR11	1	DGCR11	
TTK	1	TTK	
TTL	1	TTL	
TTN	1	TTN	
ABLIM1	1	ABLIM1	
ABLIM2	1	ABLIM2	
TTR	1	TTR	
ABLIM3	1	ABLIM3	
ALOXE3	1	ALOXE3	
TUB	1	TUB	
MTOR	1	MTOR	
GLOD4	1	GLOD4	
GLOD5	1	GLOD5	
DYNC2I2	1	WDR34	
TCERG1	1	TCERG1	
DYNC2I1	1	WDR60	
C12orf57	1	C12orf57	
MTRR	1	MTRR	
HDAC10	1	HDAC10	
WDSUB1	1	WDSUB1	
AQP8	1	AQP8	
PITPNB	1	PITPNB	
ZMYND8	1	ZMYND8	
AQP9	1	AQP9	
HDAC11	1	HDAC11	
PITPNA	1	PITPNA	
AQP6	1	AQP6	
AQP7	1	AQP7	
AQP4	1	AQP4	
GBA1	1	GBA	
AQP5	1	AQP5	
AQP2	1	AQP2	
GBA3	1	GBA3	
MKI67	1	MKI67	
AQP3	1	AQP3	
GBA2	1	GBA2	
AQP1	1	AQP1	
KIAA0930	1	C22orf9	
SYNPR	1	SYNPR	
C12orf60	1	C12orf60	
BTRC	1	BTRC	
SYNPO	1	SYNPO	
DYNC2H1	1	DYNC2H1	
CPT1A	1	CPT1A	
IFRD2	1	IFRD2	
IFRD1	1	IFRD1	
KNL1	1	CASC5	
CPT1C	1	CPT1C	
CPT1B	1	CPT1B	
NIF3L1	1	NIF3L1	
HECA	1	HECA	
RTEL1	1	RTEL1	
TXK	1	TXK	
MTTP	1	MTTP	
ST20-AS1	1	C15orf37	
TRANK1	1	TRANK1	
SLC26A10P	1	SLC26A10	
TXN	1	TXN	
STRIP1	1	FAM40A	
STRIP2	1	FAM40B	
SYNRG	1	SYNRG	
OCEL1	1	OCEL1	
VNN1	1	VNN1	
ZZZ3	1	ZZZ3	
VNN2	1	VNN2	
RBAK	1	RBAK	
C12orf76	1	C12orf76	
C12orf75	1	C12orf75	
RPS2P32	1	RPS2P32	
TENM1	2	ODZ1:ODZ3	
TENM2	1	ODZ2	
TENM4	1	ODZ4	
GBE1	1	GBE1	
SEC61G	1	SEC61G	
TMED3	1	TMED3	
DGCR6L	1	DGCR6L	
TMED2	1	TMED2	
TMED1	1	TMED1	
SEC61B	1	SEC61B	
TMED7	1	TMED7	
ERMAP	1	ERMAP	
TMED6	1	TMED6	
TMED5	1	TMED5	
TMED4	1	TMED4	
ZYG11B	1	ZYG11B	
TMED9	1	TMED9	
TMED8	1	TMED8	
LINC02591	1	LOC388692	
HEG1	1	HEG1	
SCNM1	1	SCNM1	
SCAND2P	1	SCAND2	
AVPI1	1	AVPI1	
SDCCAG8	1	SDCCAG8	
SLC9A3-OT1	1	LOC25845	
DTYMK	1	DTYMK	
RBFA	1	C18orf22	
TM4SF20	1	TM4SF20	
NOP14-AS1	1	C4orf10	
C12orf43	1	C12orf43	
TM4SF18	1	TM4SF18	
TM4SF19	1	TM4SF19	
MTX1	1	MTX1	
MTX2	1	MTX2	
MTX3	1	MTX3	
GBF1	1	GBF1	
NR6A1	1	NR6A1	
PRKRA	1	PRKRA	
COPG2	1	COPG2	
COPG1	1	COPG	
LINC01278	1	LOC92249	
FRA10AC1	1	C10orf4	
IHO1	1	CCDC36	
CCL4L2	1	CCL4L2	
HELB	1	HELB	
GOLGA6L9	1	GOLGA6L9	
BMPER	1	BMPER	
SVEP1	1	SVEP1	
IL11RA	1	IL11RA	
STIMATE	1	TMEM110	
ACYP2	1	ACYP2	
CDPF1	1	C22orf40	
ACYP1	1	ACYP1	
RSBN1	1	RSBN1	
MBNL1-AS1	1	LOC401093	
ZCCHC8	1	ZCCHC8	
COPB2	1	COPB2	
ZCCHC7	1	ZCCHC7	
COPB1	1	COPB1	
ALOX15	1	ALOX15	
ZCCHC9	1	ZCCHC9	
ALOX12	1	ALOX12	
ZMAT1	1	ZMAT1	
THPO	1	THPO	
UBB	1	UBB	
ZMAT2	1	ZMAT2	
C15orf61	1	C15orf61	
ZMAT3	1	ZMAT3	
UBD	1	UBD	
ZMAT4	1	ZMAT4	
UBC	1	UBC	
ZMAT5	1	ZMAT5	
C15orf62	1	C15orf62	
LONRF3	1	LONRF3	
LONRF1	1	LONRF1	
LONRF2	1	LONRF2	
CPSF4	1	CPSF4	
CPSF7	1	CPSF7	
CPSF6	1	CPSF6	
HELQ	1	HELQ	
CPSF1	1	CPSF1	
CPSF3	1	CPSF3	
CPSF2	1	CPSF2	
HELZ	1	HELZ	
SELE	1	SELE	
SELP	1	SELP	
SEM1	1	SHFM1	
SELL	1	SELL	
BAMBI	1	BAMBI	
CRYL1	1	CRYL1	
RBIS	1	C8orf59	
FGFR4	1	FGFR4	
ZCCHC4	1	ZCCHC4	
FGFR3	1	FGFR3	
ZCCHC3	1	ZCCHC3	
FGFR2	1	FGFR2	
ZCCHC2	1	ZCCHC2	
FGFR1	1	FGFR1	
C15orf39	1	C15orf39	
GLP1R	1	GLP1R	
UCN	1	UCN	
THRB	1	THRB	
THRA	1	THRA	
SMG1P1	1	LOC641298	
SMG1P2	1	LOC440354	
SMG1P3	1	LOC100271836	
SMG1P5	1	LOC595101	
OPLAH	1	OPLAH	
RBM3	1	RBM3	
RBM4	1	RBM4	
HEPH	1	HEPH	
C15orf40	1	C15orf40	
RBM7	1	RBM7	
RBM5	1	RBM5	
RBM6	1	RBM6	
C15orf48	1	C15orf48	
GLP2R	1	GLP2R	
MYRIP	1	MYRIP	
FLJ16779	1	FLJ16779	
RBL2	1	RBL2	
GAP43	1	GAP43	
RBL1	1	RBL1	
TMEM9	1	TMEM9	
RBKS	1	RBKS	
NRXN1	1	NRXN1	
NRXN3	1	NRXN3	
NRXN2	1	NRXN2	
BICRA	1	GLTSCR1	
NXF1	1	NXF1	
MUC1	1	MUC1	
EOLA1-DT	1	LOC100131434	
MUC2	1	MUC2	
NXF3	1	NXF3	
SAP30L	1	SAP30L	
POC1A	1	POC1A	
POC1B	1	POC1B	
HES1	1	HES1	
BUB3	1	BUB3	
TENT2	1	PAPD4	
GBP2	1	GBP2	
BUB1	1	BUB1	
GBP1	1	GBP1	
HES2	1	HES2	
MUC4	1	MUC4	
GBP4	1	GBP4	
GBP3	1	GBP3	
HES4	1	HES4	
MUC6	1	MUC6	
CRYGS	1	CRYGS	
NOC2LP2	1	LOC401010	
CRYGN	1	CRYGN	
CAPN13	1	CAPN13	
CAPN14	1	CAPN14	
CAPN11	1	CAPN11	
CAPN12	1	CAPN12	
JSRP1	1	JSRP1	
CAPN10	1	CAPN10	
FSIP1	1	FSIP1	
RBMX	1	RBMX	
CSNK1A1L	1	CSNK1A1L	
ADAMDEC1	1	ADAMDEC1	
ZFYVE9	1	ZFYVE9	
ARAF	1	ARAF	
C4BPA	1	C4BPA	
C22orf23	1	C22orf23	
C4BPB	1	C4BPB	
RBPJ	1	RBPJ	
ZFYVE1	1	ZFYVE1	
ZFYVE28	1	ZFYVE28	
NDUFB2-AS1	1	LOC100134713	
ZFYVE26	1	ZFYVE26	
ZFYVE27	1	ZFYVE27	
UBASH3B	1	UBASH3B	
LRAT	1	LRAT	
UBASH3A	1	UBASH3A	
LINC01622	1	LOC285768	
GBP6	1	GBP6	
HES7	1	HES7	
GBP5	1	GBP5	
HES6	1	HES6	
HPCAL1	1	HPCAL1	
RNASE6	1	RNASE6	
LAMB2P1	1	LAMB2L	
ZFYVE21	1	ZFYVE21	
RNASE4	1	RNASE4	
RNASE3	1	RNASE3	
C22orf39	1	C22orf39	
GAPVD1	1	GAPVD1	
RNASE2	1	RNASE2	
HPCAL4	1	HPCAL4	
RNASE1	1	RNASE1	
RBP7	1	RBP7	
RBP4	1	RBP4	
RBP5	1	RBP5	
ZFYVE16	1	ZFYVE16	
RBP2	1	RBP2	
ZFYVE19	1	ZFYVE19	
RBP1	1	RBP1	
LINC02981	1	LOC441204	
CEP85L	1	C6orf204	
SDR39U1	1	SDR39U1	
SLCO5A1	1	SLCO5A1	
THY1	1	THY1	
LINC00319	1	C21orf125	
WBP2NL	1	WBP2NL	
LINC00310	1	C21orf82	
EDEM3	1	EDEM3	
MCTS1	1	MCTS1	
EDEM1	1	EDEM1	
LRBA	1	LRBA	
EDEM2	1	EDEM2	
NETO2	1	NETO2	
PTRHD1	1	C2orf79	
COL1A1	1	COL1A1	
SETX	1	SETX	
COL1A2	1	COL1A2	
DCHS2	1	DCHS2	
DCHS1	1	DCHS1	
ARF3	1	ARF3	
ARF4	1	ARF4	
ARF1	1	ARF1	
HEXB	1	HEXB	
HEXA	1	HEXA	
HEXD	1	HEXDC	
AREG	1	AREG	
IKBKB	1	IKBKB	
TUBA1C	1	TUBA1C	
TUBA1B	1	TUBA1B	
TUBA1A	1	TUBA1A	
LINC02915	1	C15orf54	
HEY1	1	HEY1	
HEY2	1	HEY2	
IKBKG	1	IKBKG	
IKBKE	1	IKBKE	
IKBIP	1	IKBIP	
ARG2	1	ARG2	
CROCCP3	1	CROCCL2	
CROCCP2	1	CROCCL1	
RRAS2	1	RRAS2	
GOLGA2P7	1	LOC388152	
RBSN	1	ZFYVE20	
GOLGA2P5	1	GOLGA2B	
LINC02908	1	C9orf139	
GPRC5B	1	GPRC5B	
GPRC5A	1	GPRC5A	
RILPL2	1	RILPL2	
RILPL1	1	RILPL1	
GPRC5D	1	GPRC5D	
DSCAML1	1	DSCAML1	
GPRC5C	1	GPRC5C	
ARF5	1	ARF5	
ARF6	1	ARF6	
KATNIP	1	KIAA0556	
RNASEL	1	RNASEL	
RNASEK	1	RNASEK	
STAU1	1	STAU1	
STAU2	1	STAU2	
SEZ6	1	SEZ6	
MIEF2	1	SMCR7	
MIEF1	1	SMCR7L	
UNG	1	UNG	
TUBA3D	1	TUBA3D	
GLRA3	1	GLRA3	
UNK	1	UNK	
H3C14	1	HIST2H3C	
RNASE7	1	RNASE7	
STAT4	1	STAT4	
H3C10	1	HIST1H3H	
STAT6	1	STAT6	
RPL13P5	1	RPL13P5	
STAT1	1	STAT1	
STAT2	1	STAT2	
STAT3	1	STAT3	
CASTOR1	1	GATSL3	
ASPRV1	1	ASPRV1	
C22orf15	1	C22orf15	
HEYL	1	HEYL	
LRG1	1	LRG1	
CASTOR2	1	GATSL1	
SERBP1	1	SERBP1	
ETFBKMT	1	C12orf72	
UBAP1	1	UBAP1	
UBAP2	1	UBAP2	
UOX	1	UOX	
ERO1A	1	ERO1L	
ERO1B	1	ERO1LB	
CCNT2	1	CCNT2	
CCNT1	2	CCNT1:LOC144438	
SMCHD1	1	SMCHD1	
HEPHL1	1	HEPHL1	
PITX2	1	PITX2	
PITX1	1	PITX1	
MINAR1	1	KIAA1024	
PPP1R16B	1	PPP1R16B	
AREL1	1	KIAA0317	
KHNYN	1	KHNYN	
PPP1R16A	1	PPP1R16A	
MUL1	1	MUL1	
TUBA4B	1	TUBA4B	
TUBA4A	1	TUBA4A	
RBX1	1	RBX1	
ADCYAP1	1	ADCYAP1	
RBMXL1	1	RBMXL1	
NPTXR	1	NPTXR	
ARL9	1	ARL9	
PFKFB2	1	PFKFB2	
PFKFB1	1	PFKFB1	
PFKFB4	1	PFKFB4	
PFKFB3	1	PFKFB3	
ARL6	1	ARL6	
TUBGCP2	1	TUBGCP2	
ARL3	1	ARL3	
ARL1	1	ARL1	
ARL2	1	ARL2	
ENTREP2	1	FAM189A1	
RAP1GAP	1	RAP1GAP	
ENTREP3	1	FAM189B	
BCL2L12	1	BCL2L12	
BCL2L13	1	BCL2L13	
SBNO1	1	SBNO1	
BCL2L10	1	BCL2L10	
SBNO2	1	SBNO2	
BCL2L11	1	BCL2L11	
ATG101	1	C12orf44	
CPAMD8	1	CPAMD8	
NPTX1	1	NPTX1	
NPTX2	1	NPTX2	
BCL2L14	1	BCL2L14	
BCL2L15	1	BCL2L15	
TIA1	1	TIA1	
BICRAL	1	KIAA0240	
ENTREP1	1	FAM189A2	
MFHAS1	1	MFHAS1	
UST	1	UST	
TUBGCP5	1	TUBGCP5	
TUBGCP6	1	TUBGCP6	
TUBGCP3	1	TUBGCP3	
TUBGCP4	1	TUBGCP4	
CNTNAP3	1	CNTNAP3	
CNTNAP2	1	CNTNAP2	
MOXD1	1	MOXD1	
CNTNAP1	1	CNTNAP1	
NXT1	1	NXT1	
PPP1R13B	1	PPP1R13B	
COX4I1	1	COX4I1	
COX4I2	1	COX4I2	
PIK3CD	1	PIK3CD	
PIK3CB	1	PIK3CB	
NXT2	1	NXT2	
PIK3CG	1	PIK3CG	
PPP1R13L	1	PPP1R13L	
LINC00336	1	C6orf227	
EIF3CL	1	EIF3CL	
LINC00339	1	HSPC157	
LINC02995	1	LOC285593	
PPP1R12A	1	PPP1R12A	
ARNT	1	ARNT	
TMED10P1	1	TMED10P1	
PIK3CA	1	PIK3CA	
PIK3C3	1	PIK3C3	
PPP1R12B	1	PPP1R12B	
PPP1R12C	1	PPP1R12C	
LINC00323	1	C21orf130	
LINC00324	1	C17orf44	
PPP1R15A	1	PPP1R15A	
PPP1R15B	1	PPP1R15B	
LRP1	1	LRP1	
LRP5	1	LRP5	
KATNB1	1	KATNB1	
LRP4	1	LRP4	
FURIN	1	FURIN	
LRP3	1	LRP3	
LRP8	1	LRP8	
PRIMPOL	1	CCDC111	
LRP6	1	LRP6	
MIEN1	1	C17orf37	
CNNM1	1	CNNM1	
RABGEF1P1	1	LOC493754	
KATNA1	1	KATNA1	
TIFA	1	TIFA	
PCBD1	1	PCBD1	
PCBD2	1	PCBD2	
CNNM2	1	CNNM2	
CNNM3	1	CNNM3	
CNNM4	1	CNNM4	
PPP1R14A	1	PPP1R14A	
METAP1D	1	MAP1D	
PPP1R14B	1	PPP1R14B	
PPP1R14C	1	PPP1R14C	
TIE1	1	TIE1	
AKR7L	1	AKR7L	
CDR2L	1	CDR2L	
PPP1R14D	1	PPP1R14D	
EIF4A2	1	EIF4A2	
EPHB6	1	EPHB6	
EIF4A1	1	EIF4A1	
TAS2R20	1	TAS2R20	
LRR1	1	PPIL5	
EIF4A3	1	EIF4A3	
ULK4	1	ULK4	
TONSL	1	NFKBIL2	
DNHD1	1	DNHD1	
GCC2	1	GCC2	
GCC1	1	GCC1	
NUBP1	1	NUBP1	
NUBP2	1	NUBP2	
UXT	1	UXT	
BAIAP2L2	1	BAIAP2L2	
TCL1A	1	TCL1A	
BAIAP2L1	1	BAIAP2L1	
POF1B	1	POF1B	
DHX57	1	DHX57	
DHX58	1	DHX58	
BCAP29	1	BCAP29	
OXER1	1	OXER1	
RCC1	1	RCC1	
CCNL2	1	CCNL2	
ACAD11	1	ACAD11	
CCNL1	1	CCNL1	
EPHB2	1	EPHB2	
ACAD10	1	ACAD10	
EPHB1	1	EPHB1	
EPHB4	1	EPHB4	
EPHB3	1	EPHB3	
EPHA5	1	EPHA5	
ARSA	1	ARSA	
EPHA4	1	EPHA4	
PABIR1	1	FAM122A	
EPHA7	1	EPHA7	
EPHA6	1	EPHA6	
MUSK	1	MUSK	
EPHA8	1	EPHA8	
TAS2R14	1	TAS2R14	
PABIR2	1	FAM122B	
GCAT	1	GCAT	
TAS2R19	1	TAS2R19	
PABIR3	1	FAM122C	
DHX40	1	DHX40	
MXRA8	1	MXRA8	
ULK3	1	ULK3	
ULK2	1	ULK2	
ULK1	1	ULK1	
MXRA7	1	MXRA7	
EPHA1	1	EPHA1	
PEX11G	1	PEX11G	
MXRA5	1	MXRA5	
EPHA3	1	EPHA3	
MMADHC	1	MMADHC	
EPHA2	1	EPHA2	
FKBP1AP1	1	FKBP1AP1	
GCDH	1	GCDH	
PAXIP1	1	PAXIP1	
PEX11A	1	PEX11A	
PEX11B	1	PEX11B	
PIK3R4	1	PIK3R4	
SUPT4H1	1	SUPT4H1	
PIK3R3	1	PIK3R3	
PIK3R2	1	PIK3R2	
PIK3R1	1	PIK3R1	
PTTG1IP	1	PTTG1IP	
ART5	1	ART5	
ART3	1	ART3	
PIK3R6	1	PIK3R6	
ART4	1	ART4	
PIK3R5	1	PIK3R5	
DHX30	1	DHX30	
DHX32	1	DHX32	
RAB11FIP1	1	RAB11FIP1	
ARSL	1	ARSE	
DHX33	1	DHX33	
TESPA1	1	KIAA0748	
PCBP3	1	PCBP3	
DHX34	1	DHX34	
MIER3	1	MIER3	
PCBP4	1	PCBP4	
ARSJ	1	ARSJ	
DHX35	1	DHX35	
MICAL1	1	MICAL1	
MIER2	1	MIER2	
PCBP1	1	PCBP1	
ARSK	1	ARSK	
DHX36	1	DHX36	
MIER1	1	MIER1	
PCBP2	1	PCBP2	
DHX37	1	DHX37	
ZBED2	1	ZBED2	
ARSI	1	ARSI	
DHX38	1	DHX38	
ZBED1	1	ZBED1	
ARSG	1	ARSG	
RCE1	1	RCE1	
ARSD	1	ARSD	
N4BP3	1	N4BP3	
RAB11FIP2	1	RAB11FIP2	
N4BP2	1	N4BP2	
RAB11FIP3	1	RAB11FIP3	
ZBED5	1	ZBED5	
ARSB	1	ARSB	
CLHC1	1	C2orf63	
N4BP1	1	N4BP1	
RAB11FIP4	1	RAB11FIP4	
ZBED4	1	ZBED4	
RAB11FIP5	1	RAB11FIP5	
ZBED3	1	ZBED3	
WWTR1	1	WWTR1	
TAS2R31	1	TAS2R31	
RCC2	1	RCC2	
MICAL3	1	MICAL3	
MICAL2	2	MICAL2:MICALCL	
ARTN	1	ARTN	
DHX29	1	DHX29	
CCNJL	1	CCNJL	
CETN2	1	CETN2	
CETN3	1	CETN3	
ARV1	1	ARV1	
STBD1	1	STBD1	
DHX15	1	DHX15	
DHX16	1	DHX16	
NCOA1	1	NCOA1	
NCOA2	1	NCOA2	
NCOA5	1	NCOA5	
STARD3NL	1	STARD3NL	
NCOA6	1	NCOA6	
NCOA3	1	NCOA3	
LINC00294	1	LOC283267	
NCOA4	1	NCOA4	
VSNL1	1	VSNL1	
BANK1	1	BANK1	
CCNI2	1	CCNI2	
NCOA7	1	NCOA7	
CRELD1	1	CRELD1	
CRELD2	1	CRELD2	
SFI1	1	SFI1	
SAMM50	1	SAMM50	
BCAP31	1	BCAP31	
GCH1	1	GCH1	
NORAD	1	LOC647979	
NUBPL	1	NUBPL	
GCGR	1	GCGR	
MAD2L2	1	MAD2L2	
GARS1	1	GARS	
CCNG2	1	CCNG2	
CCNG1	1	CCNG1	
AUNIP	1	C1orf135	
TARDBP	1	TARDBP	
MAD2L1	1	MAD2L1	
KLHL36	1	KLHL36	
KLHL38	1	KLHL38	
KLHL32	1	KLHL32	
KLHL33	1	KLHL33	
KLHL34	1	KLHL34	
KLHL35	1	KLHL35	
PHRF1	1	PHRF1	
KLHL30	1	KLHL30	
KLHL31	1	KLHL31	
CCND3	1	CCND3	
CCND2	1	CCND2	
CCND1	1	CCND1	
BANF1	1	BANF1	
PDGFRB	1	PDGFRB	
PDGFRA	1	PDGFRA	
HFM1	1	HFM1	
TPRA1	1	TPRA1	
CYBB	1	CYBB	
CYBA	1	CYBA	
RPP25L	1	C9orf23	
KLHL41	1	KBTBD10	
PDGFRL	1	PDGFRL	
KLHL42	1	KLHDC5	
PROCR	1	PROCR	
CCNE2	1	CCNE2	
CCNE1	1	CCNE1	
VCL	1	VCL	
KLHL18	1	KLHL18	
GCM1	1	GCM1	
NDRG4	1	NDRG4	
VCP	1	VCP	
NDRG3	1	NDRG3	
KLHL14	1	KLHL14	
KLHL15	1	KLHL15	
KLHL17	1	KLHL17	
KLHL10	1	KLHL10	
KLHL11	1	KLHL11	
KLHL12	1	KLHL12	
KLHL13	1	KLHL13	
NDRG2	1	NDRG2	
NDRG1	1	NDRG1	
TAF5L	1	TAF5L	
CCNB3	1	CCNB3	
CCNB2	1	CCNB2	
CCNB1	1	CCNB1	
BRINP2	1	FAM5B	
BRINP1	1	DBC1	
CYC1	1	CYC1	
PRODH	1	PRODH	
BRINP3	1	FAM5C	
GCN1	1	GCN1L1	
KLHL29	1	KLHL29	
GCKR	1	GCKR	
KLHL25	1	KLHL25	
KLHL26	1	KLHL26	
VDR	1	VDR	
KLHL28	1	KLHL28	
KLHL21	1	KLHL21	
KLHL22	1	KLHL22	
NFXL1	1	NFXL1	
KLHL23	1	KLHL23	
KLHL24	1	KLHL24	
ABHD12B	1	ABHD12B	
GULP1	1	GULP1	
KLHL20	1	KLHL20	
RCL1	1	RCL1	
GCLC	1	GCLC	
APPBP2	1	APPBP2	
CYCS	1	CYCS	
TAF4B	1	TAF4B	
GCLM	1	GCLM	
LGALS3BP	1	LGALS3BP	
YWHAE	1	YWHAE	
MCUR1	1	CCDC90A	
CNRIP1	1	CNRIP1	
YWHAB	1	YWHAB	
ABHD16A	1	BAT5	
SFR1	1	C10orf78	
YWHAQ	1	YWHAQ	
GATAD1	1	GATAD1	
YWHAG	1	YWHAG	
YWHAH	1	YWHAH	
GLRX3	1	GLRX3	
GLRX5	1	GLRX5	
TBC1D8	1	TBC1D8	
ABHD14B	1	ABHD14B	
TBC1D9	1	TBC1D9	
UBE2QL1	1	UBE2QL1	
ABHD14A	1	ABHD14A	
GLRX2	1	GLRX2	
YWHAZ	1	YWHAZ	
GCNA	1	ACRC	
C9orf152	1	C9orf152	
CCNA2	1	CCNA2	
RCN3	1	RCN3	
CCNA1	1	CCNA1	
TBC1D1	1	TBC1D1	
RCN1	1	RCN1	
SFPQ	1	SFPQ	
TBC1D2	1	TBC1D2	
PSRC1	1	PSRC1	
RCN2	1	RCN2	
TBC1D3	1	TBC1D3	
MMRN1	1	MMRN1	
TBC1D4	1	TBC1D4	
VGF	1	VGF	
TBC1D5	1	TBC1D5	
MMRN2	1	MMRN2	
TBC1D7	1	TBC1D7	
WHAMMP3	1	WHAMML1	
WHAMMP2	1	WHAMML2	
TUBAL3	1	TUBAL3	
RRBP1	1	RRBP1	
TAF1L	1	TAF1L	
ABHD17C	1	FAM108C1	
CYGB	1	CYGB	
C9orf163	1	C9orf163	
TAF1D	1	TAF1D	
TAF1B	1	TAF1B	
TNKS2	1	TNKS2	
TAF1C	1	TAF1C	
TAF1A	1	TAF1A	
VHL	1	VHL	
TAF15	1	TAF15	
TAF12	1	TAF12	
TAF13	1	TAF13	
TAF10	1	TAF10	
TAF11	1	TAF11	
ABHD16B	1	C20orf135	
PROB1	1	LOC389333	
ABHD17B	1	FAM108B1	
ABHD17A	1	FAM108A1	
ASB8	1	ASB8	
ASB9	1	ASB9	
ASB6	1	ASB6	
ASB7	1	ASB7	
ASB4	1	ASB4	
QRICH1	1	QRICH1	
QRICH2	1	QRICH2	
VIM	1	VIM	
ASB2	1	ASB2	
VIP	1	VIP	
ASB3	1	ASB3	
RPL26L1	1	RPL26L1	
ASB1	1	ASB1	
VIT	1	VIT	
MAML2	1	MAML2	
MAML1	1	MAML1	
MYT1L	1	MYT1L	
RAPH1	1	RAPH1	
THYN1	1	THYN1	
ZNG1F	1	CBWD6	
GCSH	1	GCSH	
ZNG1A	1	CBWD1	
ZNG1B	1	CBWD2	
BVES	1	BVES	
ZNG1C	1	CBWD3	
WSB1	1	WSB1	
WSB2	1	WSB2	
ANKHD1-EIF4EBP3	1	ANKHD1-EIF4EBP3	
IFT80	1	IFT80	
